onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,divs_pq
230.0,0.5,230.0,0.5,13860,30,79,1,p0n909,60
230.5,0.5,230.5,0.5,13890,30,77,1,p0n911,60
231.0,1.0,231.0,1.0,13920,60,50,5,p0n913,60
231.0,0.5,231.0,0.5,13920,30,76,1,p0n912,60
231.5,0.5,231.5,0.5,13950,30,74,1,p0n914,60
232.0,1.0,232.0,1.0,13980,60,57,5,p0n916,60
232.0,1.0,232.0,1.0,13980,60,59,5,p0n917,60
232.0,1.0,232.0,1.0,13980,60,65,5,p0n918,60
232.0,0.5,232.0,0.5,13980,30,73,1,p0n915,60
232.5,0.5,232.5,0.5,14010,30,74,1,p0n919,60
233.0,0.5,233.0,0.5,14040,30,76,1,p0n920,60
233.5,0.5,233.5,0.5,14070,30,77,1,p0n922,60
234.0,1.0,234.0,1.0,14100,60,40,5,p0n924,60
234.0,1.0,234.0,1.0,14100,60,76,1,p0n923,60
235.0,1.0,235.0,1.0,14160,60,52,5,p0n926,60
235.0,1.0,235.0,1.0,14160,60,60,5,p0n927,60
235.0,0.5,235.0,0.5,14160,30,75,1,p0n925,60
235.5,0.5,235.5,0.5,14190,30,76,1,p0n928,60
236.0,1.0,236.0,1.0,14220,60,52,5,p0n930,60
236.0,1.0,236.0,1.0,14220,60,59,5,p0n931,60
236.0,1.0,236.0,1.0,14220,60,62,5,p0n932,60
236.0,0.5,236.0,0.5,14220,30,77,1,p0n929,60
236.5,0.5,236.5,0.5,14250,30,68,1,p0n933,60
237.0,1.0,237.0,1.0,14280,60,45,5,p0n935,60
237.0,2.0,237.0,2.0,14280,120,69,1,p0n934,60
238.0,1.0,238.0,1.0,14340,60,52,5,p0n936,60
238.0,1.0,238.0,1.0,14340,60,60,5,p0n937,60
